customerID,DeviceProtection,OnlineBackup,OnlineSecurity,InternetService,MultipleLines,PhoneService,TechSupport,StreamingMovies,StreamingTV,datetime
0807-ZABDG,No,No,Yes,DSL,No,Yes,Yes,No,No,2020-02-25 22:49:51.650099403
8510-TMWYB,Yes,Yes,No,DSL,Yes,Yes,No,No,No,2020-09-25 08:06:28.525986936
3258-ZKPAI,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-12-08 22:55:22.919625104
1428-IEDPR,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-11-04 14:17:24.930417496
5298-GSTLM,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2021-09-15 03:30:00.511218400
4450-YOOHP,Yes,No,No,DSL,No phone service,No,No,Yes,Yes,2020-07-06 21:19:16.376029536
6728-CZFEI,No,No,No,DSL,No,Yes,No,No,Yes,2020-12-22 23:42:37.114456120
5748-RNCJT,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-11-24 12:37:37.540471456
3653-NCRDJ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-12-26 04:29:06.322067592
6121-TNHBO,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,2021-04-28 17:38:01.056518032
5119-NZPTV,No,No,No,Fiber optic,No,Yes,No,No,No,2020-10-23 13:45:06.390230048
6519-ZHPXP,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,2021-10-31 15:37:09.934677648
7739-LAXOG,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,No,2021-05-09 02:46:02.624254472
3472-QPRCH,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-07-27 13:05:50.695825048
8224-UAXBZ,No,Yes,Yes,DSL,No phone service,No,No,No,Yes,2021-10-17 17:46:48.633910816
9610-WCESF,No,No,Yes,DSL,No phone service,No,Yes,No,Yes,2021-04-06 05:00:48.054529960
9776-CLUJA,No,No,Yes,Fiber optic,Yes,Yes,No,No,No,2021-08-29 12:53:10.002840104
2486-WYVVE,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,2020-03-21 23:14:36.228344220
3865-ZYKAD,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,2020-02-25 15:21:25.203067310
1422-DGUBX,No,No,No,Fiber optic,Yes,Yes,Yes,No,No,2020-09-30 05:12:02.862823060
2999-AANRQ,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,2021-08-01 17:12:27.401306448
8668-KNZTI,Yes,No,Yes,DSL,No,Yes,No,No,No,2020-12-08 05:56:25.288270376
0480-KYJVA,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-11-21 22:20:37.148537344
6034-ZRYCV,Yes,Yes,No,DSL,No phone service,No,No,Yes,Yes,2020-10-03 12:55:24.964498720
9746-YKGXB,Yes,No,Yes,DSL,No phone service,No,No,Yes,No,2021-10-22 02:24:58.892360120
3926-YZVVX,No,No,No,DSL,No,Yes,Yes,No,No,2020-01-10 23:10:06.305026981
6000-UKLWI,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-04-26 21:14:46.452712298
2079-FBMZK,No,No,No,Fiber optic,No,Yes,No,No,No,2021-04-19 21:52:11.723942064
6332-FBZRI,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,2021-11-08 12:57:39.926157336
2096-XOTMO,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-05-30 16:57:56.285146264
3266-FTKHB,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-09-26 11:30:45.498437944
8221-EQDGL,Yes,Yes,Yes,DSL,No,Yes,No,No,No,2020-03-30 04:03:32.666856007
2346-LOCWC,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-02-03 03:11:36.279466060
6608-QQLVK,Yes,No,No,DSL,No,Yes,No,No,No,2020-08-12 12:45:48.310139164
0298-XACET,Yes,Yes,No,DSL,No phone service,No,Yes,No,Yes,2020-05-07 08:52:16.836126100
7560-QJAVJ,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,2020-09-09 10:55:59.727350184
2995-YWTCD,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-10-15 08:56:09.951718260
3551-HUAZH,No,No,No,Fiber optic,Yes,Yes,No,No,No,2020-01-01 17:26:21.709741550
9137-UIYPG,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,2020-08-09 22:28:47.918205056
2809-ZMYOQ,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-11-13 17:59:04.788412380
5084-OOVCJ,No,No,Yes,DSL,No,Yes,Yes,No,No,2020-11-02 07:56:15.063902300
0254-WWRKD,No,Yes,No,DSL,No,Yes,No,No,No,2020-11-14 18:53:52.945186024
7727-SHVZV,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-11-20 16:54:15.438795796
6302-JGYRJ,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,2020-05-05 17:00:35.785288270
5339-PXDVH,No,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,2020-05-31 18:20:08.520306730
2205-LPVGL,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,2020-03-30 01:34:03.851178642
8782-NUUOL,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,2021-11-19 15:32:03.203635328
3685-YLCMQ,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-06-15 06:39:58.636750920
7601-WFVZV,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-11-30 11:05:24.112468048
4609-KNNWG,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-05-17 02:36:01.431411528
4868-AADLV,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-12-06 04:06:48.974723088
9529-OFXHY,No,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,2021-12-19 05:33:55.671684176
8634-MPHTR,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-12-25 21:28:03.953422320
2669-QVCRG,No,No,Yes,Fiber optic,Yes,Yes,No,No,No,2021-10-30 19:41:19.409258728
2478-EEWWM,No,No,No,DSL,No phone service,No,No,Yes,Yes,2020-02-08 22:15:05.879011644
9174-IHETN,No,No,No,Fiber optic,No,Yes,No,No,No,2020-10-27 12:25:21.385969892
2233-TXSIU,Yes,No,Yes,DSL,No phone service,No,No,No,Yes,2021-05-24 08:59:38.528827040
9644-UMGQA,No,No,Yes,DSL,No,Yes,No,No,No,2020-11-12 02:07:23.737574552
3256-EZDBI,No,Yes,No,DSL,No phone service,No,No,No,No,2020-12-22 08:45:44.220391932
8761-NSOBC,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,2020-08-05 13:50:37.659755752
0419-YAAPX,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,2021-12-14 10:57:50.150525416
8413-VONUO,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,2021-07-17 10:58:51.496733880
0872-CASZJ,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,2020-09-16 07:21:41.562056232
4726-DLWQN,No,Yes,Yes,DSL,Yes,Yes,No,No,Yes,2021-10-17 07:48:53.371201360
8164-OCKUJ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-09-10 13:52:52.621414368
3094-JOJAI,No,No,No,Fiber optic,Yes,Yes,No,No,No,2021-04-23 18:02:57.904004544
9494-MRNYX,No,No,No,Fiber optic,Yes,Yes,No,No,No,2020-02-26 16:16:13.359840954
2599-CZABP,No,No,No,DSL,No,Yes,No,No,No,2020-05-24 11:56:31.422891224
7945-PRBVF,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-10-19 22:33:17.841522292
4544-RXFMG,No,No,No,DSL,No,Yes,No,No,No,2020-07-15 04:37:41.630218688
0859-YGKFW,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-08-01 19:41:56.216983808
1150-FTQGN,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,2021-01-16 11:39:57.614314116
9223-UCPVT,Yes,No,No,Fiber optic,No,Yes,No,Yes,Yes,2021-04-07 13:24:02.658335696
7196-LIWRH,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-04-15 15:43:30.281170120
5448-VWNAM,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,2021-02-10 22:02:37.455268388
1177-XZBJL,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,2021-06-01 01:21:10.888952000
3518-FSTWG,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2020-08-12 07:46:50.678784436
9330-VOFSZ,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-12-15 04:24:11.860266968
4351-QLCSU,No,No,No,DSL,No,Yes,No,No,Yes,2020-03-06 21:59:57.955126384
0939-EREMR,Yes,No,No,DSL,No,Yes,Yes,No,No,2021-09-12 23:10:55.381993752
9389-ACWBI,No,No,No,Fiber optic,No,Yes,No,No,No,2021-06-07 01:51:02.198239136
5419-JPRRN,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-11-13 22:30:38.341380288
3644-QXEHN,Yes,No,No,Fiber optic,No,Yes,No,Yes,Yes,2020-11-18 22:33:05.572280600
2911-IJORQ,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,2020-01-12 17:31:16.171542175
5921-NGYRH,No,No,Yes,Fiber optic,No,Yes,No,No,No,2020-11-03 08:51:03.220675944
2100-BDNSN,Yes,No,No,DSL,Yes,Yes,Yes,No,Yes,2021-01-18 01:02:09.849474580
5998-DZLYR,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,2020-01-24 13:32:01.158761715
0488-GSLFR,No,No,No,Fiber optic,No,Yes,No,No,No,2020-08-10 00:58:16.733882420
9318-NKNFC,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-05-02 03:50:51.973871056
3985-HOYPM,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-03-29 10:37:10.957114456
9728-FTTVZ,No,No,No,Fiber optic,No,Yes,No,No,No,2021-09-18 03:44:56.165861968
9548-LERKT,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-06-21 07:37:14.024424878
6576-FBXOJ,Yes,No,No,DSL,No phone service,No,Yes,Yes,Yes,2020-05-02 14:16:11.314967338
4310-KEDTB,Yes,No,No,DSL,No phone service,No,No,No,No,2020-08-12 10:16:19.494461800
7254-IQWOZ,No,No,No,Fiber optic,No,Yes,No,No,No,2021-01-06 17:28:48.940641860
2474-BRUCM,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2020-10-06 18:09:18.250497016
4062-HBMOS,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-08-03 21:58:56.608917920
0742-NXBGR,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,2020-03-10 15:41:15.319511502
2676-ISHSF,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-07-06 13:23:25.850610624
9236-NDUCW,No,No,Yes,DSL,No phone service,No,Yes,No,No,2021-01-12 03:01:47.355864808
4753-PADAS,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-08-03 09:31:32.530531100
6103-QCKFX,No,No,Yes,DSL,No,Yes,Yes,No,No,2020-11-10 15:14:40.318091452
7781-EWARA,Yes,Yes,No,DSL,No phone service,No,Yes,Yes,Yes,2020-06-19 20:44:30.604941778
6110-OHIHY,No,No,No,Fiber optic,No,Yes,No,No,Yes,2021-05-15 10:44:20.380573696
7018-FPXHH,Yes,Yes,Yes,DSL,No,Yes,No,No,No,2020-05-06 02:58:31.047997728
5889-LFOLL,No,No,No,Fiber optic,Yes,Yes,No,Yes,No,2021-02-25 03:21:25.203067312
5708-EVONK,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,2021-09-22 22:21:01.687020728
8708-XPXHZ,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-07-28 21:29:05.299630784
0616-ATFGB,No,No,No,DSL,No phone service,No,No,No,No,2020-06-19 08:17:06.526554956
0572-ZJKLT,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,2020-05-08 02:18:38.545867650
5135-RDDQL,No,No,Yes,DSL,No,Yes,No,No,No,2021-11-06 08:38:34.796932688
1353-LJWEM,Yes,Yes,No,DSL,No,Yes,Yes,No,No,2020-10-31 03:37:09.934677648
1794-SWWKL,Yes,No,No,DSL,Yes,Yes,Yes,No,No,2020-01-01 04:58:57.631354728
6166-YIPFO,Yes,Yes,Yes,DSL,No phone service,No,Yes,Yes,Yes,2020-06-23 19:24:45.600681624
7016-BPGEU,No,No,No,DSL,No phone service,No,No,No,No,2021-04-29 08:34:53.950582216
6876-ADESB,Yes,No,No,DSL,No,Yes,No,No,No,2020-09-26 16:29:43.129792672
9332-GYWLO,No,No,No,DSL,No,Yes,No,No,Yes,2021-11-14 15:57:00.051121840
1963-SVUCV,No,No,No,DSL,No,Yes,No,No,No,2021-01-24 04:01:29.974439080
4184-VODJZ,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,2020-01-04 10:12:50.917353024
0220-EBGCE,Yes,No,No,Fiber optic,No,Yes,No,Yes,No,2020-07-13 20:14:27.026412950
1092-WPIVQ,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-03-13 08:27:44.527122976
7233-IOQNP,No,No,Yes,DSL,No phone service,No,Yes,No,No,2020-01-06 04:34:00.783868219
2834-JKOOW,Yes,Yes,Yes,DSL,No phone service,No,Yes,No,No,2021-07-20 21:11:42.414086904
2754-VDLTR,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-05-04 00:41:30.656063616
2400-FEQME,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-08-15 10:03:51.070718544
3190-XFANI,No,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-08-28 19:54:12.371485372
7551-DACSP,Yes,Yes,No,DSL,No,Yes,No,No,No,2020-07-05 00:28:37.693836978
4957-SREEC,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-01-23 15:34:05.896052256
7235-NXZCP,No,No,No,Fiber optic,Yes,Yes,No,No,No,2021-01-09 22:42:42.226640156
0230-UBYPQ,No,No,Yes,DSL,No phone service,No,Yes,No,No,2021-12-18 04:39:07.514910536
4923-ADWXJ,No,Yes,No,DSL,No,Yes,Yes,Yes,No,2021-07-10 12:03:40.846350464
1763-KUAAW,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-05-20 23:14:11.689860834
1104-TNLZA,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-07-04 09:31:44.799772792
5195-KPUNQ,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,2021-11-21 12:22:41.885827888
0520-FDVVT,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,2020-05-20 08:17:18.795796648
3439-GVUSX,No,No,No,DSL,No phone service,No,No,No,No,2020-09-19 10:06:06.032377164
1444-VVSGW,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-09-11 22:16:07.225220104
5712-PTIWW,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,2020-10-11 12:45:23.771655780
5949-HGVJL,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,2021-07-08 22:41:28.611190000
5203-XEHAX,No,Yes,Yes,DSL,No,Yes,No,Yes,No,2020-10-22 00:22:54.155069580
1635-HDGFT,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-12-03 03:24:29.241692696
3315-TOTBP,No,No,No,Fiber optic,Yes,Yes,No,No,No,2020-10-15 13:55:07.583072988
8050-XGRVL,Yes,No,Yes,DSL,No,Yes,No,No,No,2021-05-25 22:21:50.763987504
6661-HBGWL,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-05-15 18:40:10.905992616
1518-VOWAV,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,2020-11-30 21:03:19.375177504
9828-QHFBK,No,No,Yes,DSL,No,Yes,No,No,No,2021-01-13 16:23:59.591025276
3908-MKIMJ,Yes,Yes,Yes,DSL,No phone service,No,No,No,No,2021-05-08 21:47:04.992899744
5012-YSPJJ,Yes,No,No,DSL,No,Yes,Yes,No,No,2020-02-24 21:55:03.493325760
5909-ECHUI,No,No,No,DSL,No,Yes,No,Yes,No,2020-02-11 20:00:32.717977847
1309-BXVOQ,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-10-19 07:09:00.869071288
6728-VOIFY,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,2021-02-11 08:00:32.717977844
9317-WZPGV,No,No,No,Fiber optic,No,Yes,No,Yes,No,2020-10-20 20:58:37.182618572
4891-NLUBA,Yes,Yes,No,DSL,No phone service,No,Yes,Yes,Yes,2020-09-18 16:39:44.322635612
2856-HYAPG,No,No,No,Fiber optic,No,Yes,No,No,No,2021-07-07 09:19:16.376029536
8969-PRHFK,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-07-27 05:10:00.170406136
0661-KQHNK,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-03-30 09:02:30.298210735
8709-KRDVL,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-04-23 01:04:00.272649816
4488-PSYCG,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-05-27 09:14:34.183470600
1427-VERSM,Yes,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,2020-07-30 13:20:46.350468616
9801-NOSHQ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-11-24 17:36:35.171826184
6339-YPSAH,Yes,No,No,Fiber optic,No,Yes,No,No,No,2020-08-06 02:18:01.738142572
3621-CEOVK,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-11-10 22:15:42.686736720
6906-ANDWJ,No,No,No,Fiber optic,Yes,Yes,No,No,No,2020-07-19 20:44:18.335700084
2159-TURXX,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-06-03 15:38:11.280886112
1548-FEHVL,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2021-03-26 22:22:15.302470888
3795-CAWEX,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-12-31 12:00:00.000000000
6215-NQCPY,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2020-10-13 17:04:28.900880432
5647-URDKA,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-05-14 02:48:29.855154786
2229-DPMBI,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-10-27 19:26:23.754615160
9626-WEQRM,No,No,Yes,DSL,No phone service,No,No,No,No,2020-08-31 00:13:17.500710024
2188-SXWVT,No,Yes,Yes,DSL,No,Yes,No,No,No,2020-09-09 13:25:28.543027548
6258-PVZWJ,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,2020-07-10 10:01:36.109059926
1094-BKOSX,Yes,Yes,No,DSL,No phone service,No,Yes,Yes,No,2020-11-11 16:09:28.474865096
6969-MVBAI,Yes,No,No,Fiber optic,Yes,Yes,No,No,Yes,2020-05-18 01:28:44.850894632
2978-XXSOG,No,No,Yes,DSL,Yes,Yes,Yes,No,No,2021-07-03 00:41:06.117580232
2342-CKIAO,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-07-09 14:05:45.583641010
6953-PBDIN,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,2021-04-06 22:27:09.764271512
3898-BSJYF,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,2020-05-26 21:14:34.183470604
3938-YFPXD,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,2020-03-11 21:35:01.107639875
7696-AMHOD,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,2021-01-09 20:13:13.410962792
2453-SAFNS,No,Yes,No,DSL,Yes,Yes,Yes,No,Yes,2021-05-18 20:57:11.297926720
9558-IHEZX,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2021-07-29 04:30:07.668276056
9617-UDPEU,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-02-25 23:17:15.728486224
6340-DACFT,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-09-10 06:51:50.252769100
4955-VCWBI,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-03-25 01:31:36.620278328
6813-GZQCG,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-03-20 06:55:31.099119568
7426-GSWPO,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2021-09-19 04:39:44.322635616
3389-KTRXV,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-11-12 11:37:54.921897184
3118-UHVVQ,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-05-06 22:26:57.495029816
1031-IIDEO,No,No,No,Fiber optic,No,Yes,No,No,No,2020-03-06 14:31:31.508094291
5832-XKAES,No,No,No,Fiber optic,No,Yes,No,No,No,2021-08-30 23:45:53.422323200
3205-MXZRA,No,No,No,DSL,No,Yes,Yes,No,Yes,2020-06-11 13:26:05.350752626
4701-AHWMW,Yes,No,No,DSL,No phone service,No,Yes,Yes,Yes,2021-07-10 09:34:12.030673104
8317-BVKSO,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-09-18 01:42:51.428571428
5702-KVQRD,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,2021-08-19 16:12:32.513490480
0083-PIVIK,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,2020-02-15 18:40:47.713717693
9210-IAHGH,No,No,No,DSL,No,Yes,Yes,Yes,Yes,2020-03-01 12:26:59.539903436
6169-PGNCD,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,2020-10-11 10:15:54.955978416
0023-XUOPT,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,2020-12-29 20:08:18.949162168
4592-IWTJI,No,No,Yes,DSL,No phone service,No,No,No,No,2021-01-23 13:04:37.080374892
4909-JOUPP,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-01-25 14:26:49.315535359
4657-FWVFY,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,2021-08-08 11:08:40.420335128
2257-BOVXD,No,No,No,DSL,Yes,Yes,Yes,No,Yes,2020-02-27 12:12:03.885259869
7729-JTEEC,No,No,No,DSL,No,Yes,No,No,No,2020-08-11 21:48:55.416074976
7632-MNYOY,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-08-08 01:10:45.157625672
6518-LGAOV,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-02-15 16:38:42.976427148
7242-QZLXF,No,No,No,DSL,No phone service,No,No,No,No,2021-01-07 08:25:41.834706048
4576-CSAJH,No,Yes,No,DSL,No,Yes,Yes,No,No,2021-02-13 17:18:35.478557228
1000-AJSLD,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-04-20 15:18:33.433683608
9696-RMYBA,No,No,No,Fiber optic,No,Yes,No,No,Yes,2021-12-27 22:50:16.188582784
8690-UPCZI,No,No,Yes,DSL,Yes,Yes,Yes,No,Yes,2021-09-07 21:06:23.413802896
1062-LHZOD,No,No,No,Fiber optic,No,Yes,No,No,No,2021-03-03 13:49:11.775063904
9770-LXDBK,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-04-25 00:24:07.770519738
4086-WITJG,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-02-09 08:40:25.220107924
8344-WFMFH,No,Yes,No,DSL,No,Yes,No,No,No,2020-04-24 19:25:10.139165010
9600-NAXZN,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-06-30 23:18:53.882419766
8822-KNBHV,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,2021-10-01 08:08:55.756887248
8404-FYDIB,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,2021-10-14 20:01:21.794944616
2791-SFVEW,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-02-07 06:23:24.828173814
6457-USBER,No,No,No,Fiber optic,No,Yes,No,Yes,No,2021-02-25 10:49:51.650099400
6762-NSODU,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-06-29 14:28:15.200227208
4662-EKDPQ,No,No,No,DSL,Yes,Yes,No,Yes,No,2020-10-31 13:35:05.197387104
9248-OJYKK,No,No,No,Fiber optic,Yes,Yes,No,No,No,2021-08-18 12:48:15.541039472
9888-ZCUMM,Yes,No,Yes,DSL,No phone service,No,Yes,Yes,Yes,2020-08-07 08:11:47.526270944
3398-FSHON,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,2021-12-13 07:33:33.178074408
3319-DWOEP,Yes,No,No,Fiber optic,No,Yes,No,Yes,Yes,2021-06-23 06:29:57.443907976
1074-WVEVG,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-11-10 04:49:20.976995168
9979-RGMZT,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,2021-10-18 03:44:43.896620280
6437-UDQJM,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,2021-06-22 00:36:11.655779608
1226-IENZN,No,No,No,Fiber optic,No,Yes,No,Yes,No,2021-02-17 01:01:57.580232888
2108-GLPQB,Yes,No,No,DSL,Yes,Yes,No,No,No,2020-02-05 02:04:19.698949162
9259-PACGQ,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,2020-04-08 14:46:14.893496166
4415-IJZTP,No,No,No,Fiber optic,Yes,Yes,No,No,No,2021-12-09 23:50:11.076398744
1465-VINDH,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-10-15 01:27:43.504686168
5474-LAMUQ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-11-07 22:28:11.110479976
3468-DRVQJ,No,Yes,Yes,DSL,Yes,Yes,No,No,Yes,2020-08-22 19:24:21.062198240
1122-YJBCS,No,Yes,Yes,DSL,No,Yes,No,No,No,2020-04-13 16:50:46.861687020
4990-ALDGW,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-01-09 22:15:18.148253337
4816-OKWNX,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,2020-05-23 06:02:45.634762850
3315-IKYZQ,Yes,No,Yes,DSL,No phone service,No,Yes,No,Yes,2020-02-22 07:38:03.101391650
2810-FTLEM,No,No,Yes,DSL,No,Yes,No,No,No,2020-09-23 03:47:23.396762284
4747-LCAQL,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,2021-06-09 16:08:02.590173248
