customerID,Contract,tenure,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,datetime
9648-BCHKM,Two year,18,Credit card (automatic),Yes,24.65,471.35,No,2020-06-19 15:45:32.973587048
2888-ADFAO,Two year,47,Bank transfer (automatic),Yes,21.3,1041.8,No,2021-09-01 20:36:32.104515760
8707-HOEDG,Two year,70,Electronic check,Yes,110.2,7689.8,No,2021-04-22 14:38:40.931553536
3374-LXDEV,Month-to-month,13,Electronic check,No,89.4,1132.35,Yes,2021-05-05 21:32:09.338256176
4072-IPYLT,Month-to-month,36,Credit card (automatic),No,51.05,1815,No,2021-11-04 11:47:56.114740128
7167-PCEYD,Two year,67,Mailed check,Yes,19.8,1311.3,No,2020-07-06 23:48:45.191706900
4936-YPJNK,Month-to-month,10,Mailed check,Yes,19.9,199.45,No,2021-04-10 16:08:27.128656632
1580-BMCMR,Month-to-month,19,Electronic check,Yes,87.3,1637.3,No,2021-09-21 08:58:49.451860264
4817-KEQSP,Two year,71,Bank transfer (automatic),No,19.85,1326.35,No,2020-06-28 09:01:53.490485656
6408-WHTEF,Two year,72,Mailed check,Yes,89.4,6376.55,No,2021-12-17 03:44:19.358136888
9251-AWQGT,Two year,48,Mailed check,No,20.0,935.9,No,2020-02-18 11:27:16.921329167
8749-CLJXC,Month-to-month,1,Mailed check,No,20.05,20.05,No,2020-05-25 02:53:24.316955410
7989-VCQOH,Month-to-month,18,Electronic check,No,83.25,1611.15,No,2021-04-30 11:59:10.923033224
5049-GLYVG,Month-to-month,1,Mailed check,No,20.6,20.6,Yes,2021-12-09 13:52:15.813689288
4199-QHJNM,Two year,67,Bank transfer (automatic),No,102.9,6989.7,No,2020-11-22 13:44:54.120988356
8882-TLVRW,Two year,69,Mailed check,No,39.1,2779.5,No,2020-06-07 04:47:55.092303322
5883-GTGVD,Month-to-month,19,Electronic check,Yes,99.95,1931.75,Yes,2020-05-13 14:21:05.776767964
5135-GRQJV,Two year,72,Mailed check,Yes,114.5,8331.95,No,2021-02-15 06:40:47.713717692
2384-OVPSA,Two year,38,Mailed check,No,20.2,735.9,No,2021-02-17 20:57:48.105651804
1371-WEPDS,One year,40,Electronic check,No,55.8,2283.3,No,2021-10-07 06:09:18.250497016
3580-GICBM,Two year,61,Mailed check,Yes,24.2,1445.2,No,2021-03-04 09:45:02.300482816
4817-QRJSX,Month-to-month,10,Credit card (automatic),Yes,81.0,818.05,Yes,2020-04-10 16:35:51.207043453
9730-DRTMJ,One year,32,Credit card (automatic),Yes,72.8,2333.05,No,2021-07-02 04:45:15.592161312
4686-UXDML,Month-to-month,21,Credit card (automatic),Yes,99.85,1992.55,No,2020-10-21 21:53:25.339392216
3349-ANQNH,One year,59,Electronic check,Yes,99.5,5890,No,2021-05-25 07:24:57.869923312
2398-YPMUR,Month-to-month,13,Electronic check,Yes,70.15,916.75,Yes,2021-10-11 07:19:02.061914224
0932-YIXYU,Two year,47,Credit card (automatic),No,20.25,1029.8,No,2021-06-05 09:59:21.147401304
7480-SPLEF,Two year,69,Bank transfer (automatic),Yes,26.0,1796.55,No,2020-09-18 04:12:20.244248792
7636-XUHWW,Month-to-month,2,Credit card (automatic),Yes,19.9,33.7,No,2020-11-16 00:47:38.733314400
1431-CYWMH,Month-to-month,22,Bank transfer (automatic),No,19.05,454.05,No,2020-03-04 22:39:50.457256461
5937-EORGB,Month-to-month,15,Electronic check,Yes,96.5,1392.25,No,2021-02-08 05:16:08.247656916
6349-JDHQP,Two year,53,Credit card (automatic),No,19.85,1049.6,No,2020-01-24 23:29:56.421471173
5539-HIVAK,Month-to-month,28,Mailed check,No,25.7,734.6,No,2020-07-22 18:29:45.174666288
5847-MXBEO,One year,22,Mailed check,No,20.3,475.1,No,2020-11-06 16:34:25.322351604
9985-MWVIX,Month-to-month,1,Mailed check,Yes,70.15,70.15,Yes,2021-12-22 20:45:44.220391928
4583-PARNH,Month-to-month,16,Electronic check,Yes,91.55,1540.05,No,2020-09-11 12:45:36.040897472
1116-FRYVH,Two year,48,Mailed check,No,39.4,1978.65,No,2020-02-28 10:37:23.226356149
1421-HCERK,Month-to-month,30,Bank transfer (automatic),Yes,105.7,3181.8,No,2021-03-18 05:05:54.785572280
9633-XQABV,Month-to-month,3,Electronic check,Yes,70.25,229.7,No,2020-10-04 16:19:41.936949728
0716-BQNDX,Two year,57,Electronic check,No,93.75,5625.55,No,2021-03-24 23:02:07.804600968
1265-XTECC,One year,68,Credit card (automatic),Yes,96.55,6581.9,Yes,2021-08-01 14:42:58.585629080
1183-CANVH,One year,23,Bank transfer (automatic),No,60.0,1347.15,No,2020-11-29 02:42:09.508662312
1972-XMUWV,Two year,65,Credit card (automatic),Yes,59.8,3808.2,No,2021-05-22 09:39:31.030957112
8679-LZBMD,One year,44,Bank transfer (automatic),Yes,90.65,3974.15,No,2021-01-28 20:08:06.679920476
3407-JMJQQ,Two year,71,Bank transfer (automatic),Yes,109.0,7661.8,No,2020-06-04 04:32:59.437659756
6252-DFGTK,One year,37,Credit card (automatic),No,68.1,2479.25,No,2021-05-27 19:12:29.446180064
1539-LNKHM,Month-to-month,12,Mailed check,No,20.4,266.6,No,2021-09-11 12:18:11.962510648
8645-KOMJQ,Two year,69,Bank transfer (automatic),Yes,81.95,5601.4,No,2020-08-13 11:11:07.651235444
0289-IVARM,Month-to-month,35,Electronic check,No,60.55,1982.6,No,2020-01-16 03:44:07.088895200
9761-XUJWD,Month-to-month,5,Bank transfer (automatic),Yes,65.6,339.9,No,2021-08-11 11:23:36.074978696
4057-FKCZK,Two year,58,Bank transfer (automatic),No,82.5,4828.05,No,2021-11-13 20:01:09.525702920
4291-TPNFG,Two year,72,Bank transfer (automatic),Yes,82.3,5980.55,No,2021-08-09 02:05:33.314399320
6087-YPWHO,Two year,72,Mailed check,No,68.15,4808.7,No,2021-10-10 21:21:06.799204768
3090-QFUVD,Month-to-month,1,Credit card (automatic),No,20.3,20.3,No,2020-02-29 14:01:40.198807157
2237-ZFSMY,One year,39,Electronic check,Yes,95.55,3692.85,Yes,2021-01-28 22:37:35.495597840
1722-LDZJS,One year,53,Credit card (automatic),No,20.2,1068.15,No,2021-06-23 18:57:21.522294800
1818-ESQMW,Month-to-month,27,Electronic check,Yes,89.2,2383.6,No,2020-04-14 05:18:10.940073842
4871-JTKJF,Month-to-month,1,Electronic check,Yes,69.65,69.65,Yes,2021-04-13 03:55:58.704913376
1415-YFWLT,Month-to-month,1,Electronic check,Yes,89.3,89.3,Yes,2020-09-25 10:35:57.341664300
7401-RUBNK,Month-to-month,18,Electronic check,No,74.8,1438.05,No,2020-05-05 04:33:11.706901448
0506-YLVKJ,Two year,46,Mailed check,Yes,20.2,917.45,No,2021-06-19 05:20:13.632490768
8661-BOYNW,Two year,72,Credit card (automatic),Yes,84.4,6096.45,No,2020-01-01 12:27:24.078386821
6711-VTNRE,Month-to-month,36,Electronic check,Yes,87.55,3078.1,Yes,2020-05-31 03:23:15.626242544
4815-GBTCD,Month-to-month,4,Electronic check,Yes,25.15,99.95,No,2021-09-12 05:44:33.672252200
2805-AUFQN,Two year,25,Credit card (automatic),No,19.8,475.2,No,2020-06-02 05:12:51.939789832
0980-PVMRC,Month-to-month,40,Electronic check,Yes,50.85,2036.55,No,2020-07-05 15:25:30.587901164
7233-DRTRF,Month-to-month,63,Electronic check,Yes,102.4,6444.05,No,2020-12-21 22:47:48.957682476
3500-RMZLT,Month-to-month,15,Mailed check,Yes,96.3,1426.75,Yes,2020-12-07 22:27:58.841238284
3873-NFTGI,Month-to-month,14,Credit card (automatic),Yes,55.5,767.55,No,2021-07-23 23:56:06.884407840
1162-ECVII,Two year,72,Bank transfer (automatic),Yes,109.75,7932.5,No,2020-01-09 19:45:49.332575972
7048-GXDAY,Month-to-month,39,Electronic check,Yes,106.4,4040.65,No,2021-08-29 22:51:05.265549560
8571-ZCMCX,Two year,47,Credit card (automatic),Yes,60.0,2768.65,No,2020-05-13 06:52:39.329735870
1169-WCVAK,Month-to-month,19,Credit card (automatic),Yes,88.8,1672.35,No,2021-07-21 09:39:06.492473728
4548-SDBKE,Month-to-month,5,Electronic check,Yes,85.2,474.8,Yes,2020-08-14 07:06:58.176654360
8066-POXGX,Month-to-month,13,Electronic check,Yes,35.1,446.1,Yes,2020-10-31 11:05:36.381709740
7129-CAKJW,Month-to-month,17,Bank transfer (automatic),No,80.05,1345.65,No,2020-12-06 16:34:13.053109912
8695-ARGXZ,Month-to-month,34,Electronic check,Yes,75.55,2425.4,No,2020-04-09 03:13:38.971882987
3570-YUEKJ,Month-to-month,42,Electronic check,Yes,49.55,2077.95,No,2021-09-09 20:26:30.911672816
4143-OOBWZ,Month-to-month,5,Electronic check,Yes,81.3,416.3,Yes,2020-04-13 01:53:53.967622834
1555-HAPSU,Two year,71,Credit card (automatic),No,23.9,1663.5,No,2021-09-07 01:10:32.888383976
1697-NVVGY,Month-to-month,19,Bank transfer (automatic),No,66.4,1286.05,No,2021-10-08 07:04:06.407270656
7854-EKTJL,Month-to-month,2,Electronic check,Yes,19.6,35.85,Yes,2021-06-23 21:26:50.337972168
8464-EETCQ,Two year,57,Credit card (automatic),No,18.8,1094.35,No,2020-02-16 12:07:09.423459244
2419-FSORS,Two year,72,Electronic check,Yes,108.4,7719.5,No,2020-03-10 18:10:44.135188867
8132-YPVBX,Month-to-month,6,Mailed check,Yes,85.95,514.6,No,2021-02-15 04:11:18.898040328
9102-IAYHT,Month-to-month,17,Electronic check,Yes,85.45,1451.6,Yes,2021-02-06 13:24:27.196819084
6754-LZUKA,Two year,61,Bank transfer (automatic),No,80.9,4932.5,No,2020-10-09 15:54:45.089463220
3422-LYEPQ,Month-to-month,1,Electronic check,Yes,71.0,71,Yes,2021-08-02 23:06:13.189434816
8099-MZPUJ,Two year,48,Credit card (automatic),No,111.8,5443.65,No,2021-05-06 07:30:04.600965632
0787-LHDYT,Month-to-month,16,Credit card (automatic),Yes,20.6,330.25,No,2020-03-07 12:56:50.849190571
2642-DTVCO,Month-to-month,9,Electronic check,Yes,85.05,746.5,Yes,2020-08-08 04:07:38.051689860
0374-IOEGQ,Month-to-month,3,Electronic check,No,44.6,122.7,No,2020-11-22 23:42:49.383697812
4361-JEIVL,Month-to-month,1,Electronic check,Yes,44.4,44.4,Yes,2020-03-26 15:21:12.933825617
3197-NNYNB,Two year,65,Credit card (automatic),No,105.1,6631.85,No,2021-09-28 07:54:00.102243680
3396-DKDEL,Two year,70,Credit card (automatic),Yes,115.15,8250,No,2020-06-03 11:06:37.727918204
1752-OZXFY,One year,60,Mailed check,Yes,59.8,3561.15,No,2021-03-19 20:57:35.836410112
9066-QRSDU,One year,69,Electronic check,Yes,26.3,1763.55,No,2020-04-06 10:27:09.764271513
9112-WSNPU,Month-to-month,35,Electronic check,No,70.55,2419,No,2021-01-26 10:50:03.919341096
9867-NNXLC,Month-to-month,22,Mailed check,Yes,20.05,470.2,No,2020-09-26 23:58:09.576824764
5321-NTRKC,Two year,66,Bank transfer (automatic),No,79.85,5234.95,No,2021-08-10 10:28:47.918205056
1363-TXLSL,Month-to-month,1,Electronic check,Yes,70.3,70.3,Yes,2020-10-08 10:00:59.301334848
9507-EXLTT,Month-to-month,1,Bank transfer (automatic),Yes,79.35,79.35,Yes,2020-07-15 12:06:08.077250780
3161-GETRM,Month-to-month,34,Credit card (automatic),Yes,90.05,3097,No,2021-10-07 03:39:49.434819648
0402-OAMEN,Two year,72,Bank transfer (automatic),No,24.45,1709.1,No,2021-07-20 06:14:49.520022720
6933-VLYFX,One year,31,Electronic check,No,59.95,1848.8,No,2020-03-21 03:18:45.702925305
6754-WKSHP,One year,30,Bank transfer (automatic),No,25.35,723.3,No,2020-10-02 09:31:07.992047712
9846-GKXAS,Month-to-month,9,Bank transfer (automatic),Yes,90.8,809.75,Yes,2020-01-02 03:24:16.972451008
6017-PPLPX,Month-to-month,20,Electronic check,Yes,70.45,1470.95,Yes,2020-04-16 07:07:47.253621130
4976-LNFVV,Month-to-month,19,Credit card (automatic),Yes,34.3,577.15,No,2020-04-28 05:38:01.056518034
5055-MGMGF,Month-to-month,65,Electronic check,Yes,105.05,6914.95,No,2021-02-04 16:33:48.514626524
4641-FROLU,Two year,30,Mailed check,No,19.3,602.9,No,2021-04-25 14:53:36.586197104
2862-JVEOY,One year,6,Mailed check,No,19.15,124.4,No,2021-08-17 11:53:27.384265832
2969-QWUBZ,Month-to-month,2,Electronic check,No,51.4,96.8,No,2020-01-27 01:19:32.735018460
9822-BIIGN,Month-to-month,53,Electronic check,No,71.85,3827.9,No,2020-06-07 14:45:50.355012780
2077-MPJQO,Month-to-month,7,Electronic check,Yes,75.4,533.05,No,2021-02-15 01:41:50.082362964
1534-OULXE,One year,61,Bank transfer (automatic),Yes,49.7,2961.4,No,2020-03-29 20:35:06.219823913
7136-RVDTZ,One year,70,Electronic check,Yes,45.25,3264.45,Yes,2020-08-25 19:39:16.716841804
2971-SGAFL,Month-to-month,13,Electronic check,Yes,78.75,995.35,No,2020-12-08 00:57:27.656915648
1480-IVEVR,One year,35,Bank transfer (automatic),Yes,81.6,2815.25,No,2021-07-08 10:14:04.532803176
2905-KFQUV,Month-to-month,2,Credit card (automatic),Yes,70.4,154.8,No,2021-10-10 23:50:35.614882136
4581-SSPWD,Month-to-month,3,Electronic check,Yes,75.8,246.3,Yes,2020-07-29 02:28:02.930985516
3370-HXOPH,Month-to-month,3,Electronic check,No,76.1,257.6,No,2021-11-07 17:01:49.400738424
9391-YZEJW,One year,62,Bank transfer (automatic),Yes,94.0,5757.2,No,2021-08-15 15:02:48.702073272
9958-MEKUC,Two year,72,Credit card (automatic),No,103.95,7517.7,No,2020-02-24 14:26:37.046293666
0281-CNTZX,Two year,63,Bank transfer (automatic),Yes,19.95,1234.8,No,2021-02-24 04:56:05.861971032
6927-WTFIV,Month-to-month,20,Credit card (automatic),No,71.3,1389.2,Yes,2021-03-30 23:31:59.113888096
4118-CEVPF,One year,35,Bank transfer (automatic),Yes,110.8,3836.3,No,2021-01-29 23:32:23.652371484
3398-ZOUAA,Month-to-month,21,Electronic check,Yes,69.1,1474.75,Yes,2021-03-05 20:37:45.719965920
9114-VEPUF,One year,62,Electronic check,No,96.1,6001.45,No,2021-12-05 02:44:36.739562624
7876-BEUTG,Month-to-month,15,Mailed check,Yes,48.8,720.1,No,2020-08-09 07:31:55.024140868
2338-BQEZT,Month-to-month,55,Credit card (automatic),Yes,50.55,2832.75,No,2021-11-12 16:36:52.553251912
9873-MNDKV,Month-to-month,11,Mailed check,Yes,44.65,472.25,No,2020-08-08 06:37:06.867367224
0378-NHQXU,Month-to-month,17,Electronic check,No,88.25,1460.65,Yes,2020-04-29 23:59:10.923033228
8241-JUIQO,One year,61,Bank transfer (automatic),No,19.45,1336.35,No,2021-03-26 09:54:51.224084064
2194-IIQOF,Two year,71,Credit card (automatic),No,89.3,6388.65,No,2021-12-16 12:47:26.464072704
4512-ZUIYL,Month-to-month,2,Bank transfer (automatic),No,70.0,153.05,Yes,2021-01-20 20:18:07.872763420
9631-RXVJM,Two year,35,Mailed check,No,19.25,677.9,No,2021-06-06 03:25:42.857142856
9584-EXCDZ,Month-to-month,17,Bank transfer (automatic),No,70.5,1165.6,No,2021-03-21 10:19:48.071570576
7969-AULMZ,Month-to-month,21,Electronic check,Yes,97.35,2119.5,Yes,2020-02-25 20:20:22.834422039
5093-FEGLU,Two year,47,Bank transfer (automatic),No,19.65,921.55,No,2021-08-10 03:00:21.471172960
2621-UDNLU,Month-to-month,3,Mailed check,No,20.85,72,No,2020-03-12 15:01:22.817381425
7526-IVLYU,Month-to-month,3,Mailed check,Yes,19.65,68.35,No,2020-03-25 01:59:00.698665152
2428-HYUNX,Two year,44,Credit card (automatic),Yes,19.35,847.25,No,2021-04-21 01:16:28.696393072
9214-EKVXR,Month-to-month,1,Mailed check,Yes,44.0,44,No,2020-10-13 19:33:57.716557796
3410-MHHUM,One year,44,Electronic check,No,94.4,4295.35,No,2021-04-03 02:16:23.584209032
0568-ONFPC,Month-to-month,5,Bank transfer (automatic),Yes,25.9,135,Yes,2020-11-18 20:03:36.756603236
0733-VUNUW,Month-to-month,24,Bank transfer (automatic),Yes,55.65,1400.55,Yes,2020-07-21 15:05:28.202215280
4550-EVXNY,Month-to-month,1,Electronic check,Yes,69.65,69.65,Yes,2020-07-21 00:08:35.308151092
2122-YWVYA,Month-to-month,18,Electronic check,Yes,75.4,1380.4,No,2020-06-15 17:05:17.977847202
2968-SSGAA,Month-to-month,10,Electronic check,Yes,100.6,1060.2,Yes,2020-10-21 01:57:34.813973304
2296-DKZFP,Two year,65,Bank transfer (automatic),No,71.0,4386.2,No,2021-07-22 23:01:18.727634192
4844-JJWUY,Month-to-month,1,Electronic check,Yes,86.0,86,Yes,2021-02-05 00:02:14.961658620
6777-TGHTM,One year,53,Credit card (automatic),Yes,106.95,5785.5,Yes,2021-09-16 06:54:17.483669408
8909-BOLNL,One year,3,Mailed check,No,21.2,52.05,No,2021-02-06 10:54:58.381141720
6603-YRDCJ,Two year,33,Mailed check,Yes,61.05,2018.4,No,2020-10-31 21:03:31.644419200
3538-WZPHD,Month-to-month,3,Electronic check,Yes,29.6,79.45,Yes,2021-03-26 12:24:20.039761432
3229-USWAR,One year,34,Bank transfer (automatic),Yes,79.95,2727.3,No,2020-03-13 13:26:42.158477705
2138-VFAPZ,Two year,14,Mailed check,Yes,19.7,263.65,No,2021-06-12 08:54:31.797784720
6131-JLWZM,Month-to-month,13,Mailed check,Yes,20.3,275.4,No,2020-01-09 12:17:22.885543879
4785-QRJHC,One year,46,Bank transfer (automatic),Yes,59.9,2816.65,Yes,2020-04-21 09:12:19.221811984
0269-XFESX,One year,23,Mailed check,No,24.35,538.5,No,2020-10-10 06:51:37.983527408
1709-EJDOX,Two year,47,Mailed check,No,19.75,948.9,No,2020-12-10 07:46:01.601817664
4316-XCSLJ,Month-to-month,17,Mailed check,Yes,50.3,846.8,No,2021-12-23 01:44:41.851746664
8610-WFCJF,Month-to-month,49,Electronic check,Yes,95.6,4783.5,Yes,2021-04-15 08:15:03.834138024
9693-XMUOB,Month-to-month,59,Electronic check,Yes,50.25,2997.45,No,2020-11-12 04:36:52.553251916
0383-CLDDA,Two year,69,Credit card (automatic),Yes,85.35,5897.4,No,2020-04-08 07:17:48.446464072
4905-JEFDW,One year,11,Electronic check,Yes,41.6,470.6,Yes,2021-06-27 05:10:12.439647824
2709-UQGNP,Month-to-month,10,Mailed check,Yes,51.65,524.5,No,2021-05-23 05:35:21.556376024
3549-ZTMNH,Two year,12,Bank transfer (automatic),Yes,24.0,269.65,No,2021-07-08 12:43:33.348480544
7881-INRLC,Month-to-month,45,Credit card (automatic),Yes,100.85,4740,Yes,2020-06-10 00:03:53.115592160
8033-ATFAS,Month-to-month,39,Mailed check,Yes,59.85,2341.5,No,2020-01-30 23:59:47.730758307
1635-NZATJ,Two year,71,Credit card (automatic),No,25.45,1789.65,No,2021-04-04 10:39:38.188014768
0562-HKHML,Two year,71,Credit card (automatic),No,23.9,1626.4,No,2020-12-04 19:43:34.370917352
8277-RVRSV,One year,33,Credit card (automatic),No,24.15,800.3,No,2020-07-31 19:14:32.138596988
9943-VSZUV,Month-to-month,67,Mailed check,Yes,75.7,5060.85,No,2021-08-07 07:44:23.447884120
0117-LFRMW,Month-to-month,37,Bank transfer (automatic),No,40.2,1448.8,Yes,2021-08-01 07:14:32.138596984
6172-FECYY,Month-to-month,49,Electronic check,No,84.5,4254.85,Yes,2021-06-02 22:11:49.571144560
7054-ENNGU,Month-to-month,9,Mailed check,No,50.85,466.6,No,2021-06-16 15:03:13.240556656
1455-HFBXA,Two year,52,Credit card (automatic),Yes,91.6,4627.8,No,2021-08-06 04:20:06.475433112
9402-CXWPL,One year,70,Electronic check,No,98.9,6838.6,No,2021-04-12 20:27:32.257881280
1628-BIZYP,Month-to-month,1,Electronic check,Yes,85.0,85,No,2021-08-23 17:22:16.324907696
1965-AKTSX,Month-to-month,14,Electronic check,Yes,78.95,1101.85,Yes,2020-07-12 19:19:38.869639306
0082-LDZUE,Month-to-month,1,Mailed check,Yes,44.3,44.3,No,2021-02-19 07:50:31.525134904
4786-UKSNZ,Month-to-month,1,Mailed check,No,20.2,20.2,Yes,2020-11-24 00:37:37.540471456
5343-SGUBI,One year,52,Mailed check,Yes,80.2,4297.6,No,2021-12-13 02:34:35.546719680
0856-NAOES,Month-to-month,6,Mailed check,No,60.9,414.1,No,2021-01-28 15:09:09.048565748
1976-AZZPJ,Month-to-month,7,Mailed check,No,34.2,256.6,No,2021-03-20 14:23:57.546151656
7248-VZQLC,Month-to-month,47,Bank transfer (automatic),Yes,85.2,3969.35,Yes,2021-11-13 07:33:45.447316104
6156-UZDLF,One year,26,Credit card (automatic),Yes,87.15,2274.1,No,2021-08-29 02:55:14.740130640
3099-OONVS,Month-to-month,25,Electronic check,No,54.3,1296.8,No,2020-04-18 21:24:47.645555240
9500-WBGRP,Two year,69,Mailed check,Yes,19.1,1268.85,No,2020-10-16 07:21:29.292814540
5183-KLYEM,Two year,72,Credit card (automatic),Yes,112.75,8192.6,No,2020-02-05 14:31:43.777335984
5144-PQCDZ,Month-to-month,4,Mailed check,Yes,19.95,59.25,No,2021-06-12 16:22:58.244816808
8514-VZHEB,Two year,59,Mailed check,No,19.5,1147.85,No,2020-11-02 22:53:07.957966484
6625-IUTTT,Two year,67,Bank transfer (automatic),No,65.55,4361.55,No,2020-05-03 02:43:35.393354160
9355-NPPFS,Month-to-month,26,Electronic check,Yes,78.8,2006.1,No,2020-03-18 08:02:47.679636467
0068-FIGTF,One year,27,Mailed check,No,78.2,2078.95,No,2021-05-26 13:18:43.658051688
5965-GGPRW,Two year,72,Bank transfer (automatic),No,105.25,7609.75,No,2021-06-01 06:20:08.520306728
8035-PWSEV,Month-to-month,6,Electronic check,Yes,89.25,487.05,No,2020-06-21 00:08:47.577392786
2236-HILPA,Two year,62,Credit card (automatic),No,20.65,1218.45,No,2021-02-01 23:47:19.307015052
1840-BIUOG,One year,20,Electronic check,Yes,68.7,1416.2,No,2021-09-13 04:09:53.013348480
1356-MKYSK,Month-to-month,6,Credit card (automatic),No,78.65,483.3,No,2021-10-22 14:52:22.970746944
6080-LNESI,Two year,51,Mailed check,No,24.75,1234.6,No,2021-07-01 08:49:25.066742400
1830-IPXVJ,Two year,61,Credit card (automatic),No,19.75,1311.6,No,2021-05-22 19:37:26.293666568
5828-DWPIL,Month-to-month,62,Electronic check,Yes,89.1,5618.3,No,2021-11-08 00:30:15.847770520
8398-TBIYD,Two year,72,Bank transfer (automatic),Yes,84.7,6185.15,No,2021-09-20 15:32:27.742118712
0011-IGKFF,Month-to-month,13,Electronic check,Yes,98.0,1237.85,Yes,2021-12-12 16:36:40.284010224
4192-GORJT,Month-to-month,5,Electronic check,Yes,94.45,498.1,Yes,2021-11-26 21:55:40.301050832
6496-SLWHQ,Month-to-month,3,Electronic check,Yes,105.0,294.45,Yes,2021-05-18 18:27:42.482249360
9912-GVSEQ,Month-to-month,26,Electronic check,Yes,93.85,2381.55,Yes,2020-01-19 23:54:53.268957682
2931-FSOHN,Month-to-month,13,Electronic check,Yes,59.9,788.35,No,2020-07-25 11:16:14.382277762
9418-RUKPH,Two year,38,Mailed check,Yes,19.95,756.4,No,2020-06-07 07:17:23.907980686
5383-MMTWC,Month-to-month,8,Electronic check,Yes,84.0,613.4,Yes,2021-05-09 22:41:53.149673384
9971-ZWPBF,Month-to-month,34,Electronic check,Yes,108.9,3625.2,No,2021-02-20 13:44:17.313263276
4712-AUQZO,Month-to-month,18,Mailed check,No,33.6,550.35,No,2020-12-19 23:27:41.459812552
9711-FJTBX,One year,56,Mailed check,Yes,85.85,4793.8,No,2020-10-16 09:50:58.108491904
2908-ZTPNF,Month-to-month,36,Bank transfer (automatic),Yes,34.85,1267.2,No,2020-08-06 17:14:54.632206760
7240-ETPTR,Month-to-month,9,Electronic check,Yes,48.75,442.2,Yes,2020-07-06 13:50:49.928997444
2202-CUYXZ,Month-to-month,1,Electronic check,Yes,84.85,84.85,Yes,2021-02-07 06:50:48.906560636
5995-OIGLP,Month-to-month,12,Mailed check,No,56.65,654.85,Yes,2021-11-17 11:12:58.074410680
8421-WZOOW,Month-to-month,57,Credit card (automatic),Yes,95.3,5567.45,No,2021-05-12 20:27:19.988639592
6261-RCVNS,One year,42,Credit card (automatic),No,73.9,3160.55,Yes,2020-06-09 01:38:33.774495882
7951-QKZPL,Two year,33,Mailed check,Yes,24.5,740.3,Yes,2020-02-11 05:03:39.823913661
1414-YADCW,Two year,70,Bank transfer (automatic),No,84.6,5706.2,No,2020-07-12 16:50:10.053961942
8756-RDDLT,Month-to-month,68,Electronic check,No,44.95,3085.35,No,2021-07-30 17:52:19.903436520
2862-PFNIK,Month-to-month,1,Electronic check,Yes,24.7,24.7,No,2020-11-22 21:13:20.568020448
5816-QVHRX,Month-to-month,37,Credit card (automatic),No,100.3,3541.4,No,2020-02-28 18:05:49.673388242
4430-YHXGG,Month-to-month,4,Mailed check,Yes,25.45,84.2,No,2021-09-15 05:59:29.326895768
6888-SBYAI,Month-to-month,1,Mailed check,Yes,50.7,50.7,No,2020-04-23 18:30:21.982391366
7395-XWZOY,Month-to-month,20,Credit card (automatic),Yes,55.0,1165.55,No,2020-10-10 04:22:09.167850040
7169-YWAMK,Two year,72,Bank transfer (automatic),No,68.4,4855.35,No,2021-02-09 21:07:49.298494744
3640-PHQXK,Month-to-month,31,Electronic check,Yes,89.9,2806.9,Yes,2020-07-06 11:21:21.113320078
6877-LGWXO,Month-to-month,18,Electronic check,No,78.55,1422.65,Yes,2021-03-09 11:49:34.268673672
6859-RKMZJ,Month-to-month,11,Bank transfer (automatic),Yes,55.05,608.15,No,2020-05-29 01:33:39.312695256
2729-VNVAP,Two year,33,Credit card (automatic),No,19.8,641.35,No,2020-07-29 22:23:53.456404428
2957-JIRMN,One year,62,Electronic check,No,84.45,4959.15,No,2020-04-12 03:28:34.626526555
2049-BAFNW,Month-to-month,1,Mailed check,No,35.9,35.9,No,2020-03-04 07:42:57.563192275
3842-QTGDL,Month-to-month,16,Bank transfer (automatic),No,80.75,1321.3,No,2021-05-11 07:05:07.753479120
7163-OCEQI,One year,22,Mailed check,Yes,78.65,1663.75,No,2021-10-01 13:07:53.388241976
9782-LGXMC,Month-to-month,49,Bank transfer (automatic),No,61.75,3024.15,No,2020-02-10 06:38:20.482817381
5975-BAICR,One year,36,Credit card (automatic),Yes,63.7,2188.5,No,2020-07-13 07:47:02.948026128
8019-ENHXU,Month-to-month,42,Electronic check,Yes,99.45,4138.05,Yes,2021-02-07 21:47:41.800624820
5167-GBFRE,Month-to-month,4,Bank transfer (automatic),Yes,25.2,102.5,Yes,2020-09-26 06:31:47.867083216
9033-EOXWV,One year,12,Mailed check,No,74.05,872.65,Yes,2021-12-21 04:54:03.169554104
4673-KKSLS,Month-to-month,31,Electronic check,No,87.6,2724.25,No,2021-12-11 23:10:18.574268672
4853-OITSN,Month-to-month,5,Electronic check,Yes,89.15,413.25,No,2020-04-11 12:31:41.732462368
9800-OUIGR,Two year,66,Credit card (automatic),No,20.0,1374.2,No,2021-07-22 08:04:25.833570008
1324-NLTJE,Month-to-month,15,Credit card (automatic),No,55.0,757.1,Yes,2020-01-11 19:05:56.830445896
2324-EFHVG,Two year,64,Bank transfer (automatic),Yes,104.4,6692.65,No,2020-12-21 10:20:24.879295652
7094-MSZAO,Month-to-month,10,Credit card (automatic),Yes,20.05,218.5,No,2020-02-26 18:45:42.175518318
1522-VVDMG,Month-to-month,7,Electronic check,Yes,89.75,608.8,Yes,2020-11-16 18:14:00.443055948
